INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
30225	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1928	964	826	1102	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30226	±‰“Ï∆ÎÃÏ¥Û •	3022	75	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1146	2005	1002	859	1146	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30229	∆ÎÃÏ¥Û •±¶±¶	3022	75	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	350	300	150	100	60000	30220																																																																																																							
30230	≥…ƒÍ∆ÎÃÏ¥Û •	3023	85	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30231	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30232	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30233	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30234	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30235	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30236	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30237	±‰“Ï∆ÎÃÏ¥Û •	3023	85	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30239	∆ÎÃÏ¥Û •±¶±¶	3023	85	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	350	300	150	100	60000	30230																																																																																																							
30240	≥…ƒÍ∆ÎÃÏ¥Û •	3024	95	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30241	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30242	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30243	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30244	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30245	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30246	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30247	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30248	±‰“Ï∆ÎÃÏ¥Û •	3024	95	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30249	∆ÎÃÏ¥Û •±¶±¶	3024	95	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	350	300	150	100	60000	30240																																																																																																							
30250	≥…ƒÍ÷…‘¬¡È	3025	5	9	0	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	60000	30250																																																																																																							
30251	±‰“Ï÷…‘¬¡È	3025	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	809	1520	862	1078	846	930	972	1099	1269	500	100	200	100	100	60000	30250																																																																																																							
30252	±‰“Ï÷…‘¬¡È	3025	5	9	1	0	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	914	1719	975	1219	846	930	972	1099	1269	500	100	200	100	100	60000	30250																																																																																																							
30259	÷…‘¬¡È±¶±¶	3025	5	9	0	1	1000	10	692	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	60000	30250																																																																																																							
30260	≥…ƒÍ÷…‘¬¡È	3026	45	9	0	0	1000	10	692	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	60000	30260																																																																																																							
30261	±‰“Ï÷…‘¬¡È	3026	45	9	1	0	1000	10	692	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	807	1518	861	1076	948	1042	1090	1232	1422	500	100	200	100	100	60000	30260																																																																																																							
30262	±‰“Ï÷…‘¬¡È	3026	45	9	1	0	1000	10	692	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	881	1656	939	1174	948	1042	1090	1232	1422	500	100	200	100	100	60000	30260																																																																																																							
30263	±‰“Ï÷…‘¬¡È	3026	45	9	1	0	1000	10	692	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	954	1794	1018	1272	948	1042	1090	1232	1422	500	100	200	100	100	60000	30260																																																																																																							
30269	÷…‘¬¡È±¶±¶	3026	45	9	0	1	1000	10	692	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	60000	30260																																																																																																							
30270	≥…ƒÍ÷…‘¬¡È	3027	55	9	0	0	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30271	±‰“Ï÷…‘¬¡È	3027	55	9	1	0	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	822	1546	877	1096	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30272	±‰“Ï÷…‘¬¡È	3027	55	9	1	0	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	879	1653	938	1173	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30273	±‰“Ï÷…‘¬¡È	3027	55	9	1	0	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	937	1761	999	1249	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30274	±‰“Ï÷…‘¬¡È	3027	55	9	1	0	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	994	1869	1060	1326	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30279	÷…‘¬¡È±¶±¶	3027	55	9	0	1	1000	10	692	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	60000	30270																																																																																																							
30280	≥…ƒÍ÷…‘¬¡È	3028	65	9	0	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30281	±‰“Ï÷…‘¬¡È	3028	65	9	1	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	899	1124	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30282	±‰“Ï÷…‘¬¡È	3028	65	9	1	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	950	1188	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30283	±‰“Ï÷…‘¬¡È	3028	65	9	1	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	938	1765	1001	1251	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30284	±‰“Ï÷…‘¬¡È	3028	65	9	1	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	986	1855	1052	1315	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30285	±‰“Ï÷…‘¬¡È	3028	65	9	1	0	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1034	1944	1103	1379	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30289	÷…‘¬¡È±¶±¶	3028	65	9	0	1	1000	10	692	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	60000	30280																																																																																																							
30290	≥…ƒÍ÷…‘¬¡È	3029	75	9	0	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30291	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30292	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30293	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30294	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30295	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30296	±‰“Ï÷…‘¬¡È	3029	75	9	1	0	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30299	÷…‘¬¡È±¶±¶	3029	75	9	0	1	1000	10	692	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	60000	30290																																																																																																							
30300	≥…ƒÍ÷…‘¬¡È	3030	85	9	0	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	856	1610	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
30301	±‰“Ï÷…‘¬¡È	3030	85	9	1	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	893	1679	952	1190	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
30302	±‰“Ï÷…‘¬¡È	3030	85	9	1	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	929	1748	991	1239	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
30303	±‰“Ï÷…‘¬¡È	3030	85	9	1	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	966	1817	1031	1288	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
30304	±‰“Ï÷…‘¬¡È	3030	85	9	1	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1003	1886	1070	1337	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
30305	±‰“Ï÷…‘¬¡È	3030	85	9	1	0	1000	10	692	550000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1040	1955	1109	1386	1357	1492	1560	1764	2035	500	100	200	100	100	60000	30300																																																																																																							
